missing-any: 3500  (words: 0 , sentences: 3500 )
예문 ② 걸레질을 하다가 미끄러져서 넘어지고 말았어요. :: While mopping, I slipped and ended up falling. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ③ 책장을 정리하다가 오래된 사진을 버리고 말았어요. :: While organizing the bookshelf, I ended up throwing away an old photo. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ① 다이어트 중인데 친구가 권해서 케이크를 먹고 말았어요. :: I'm on a diet, but my friend offered, so I ended up eating cake. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ② 운동을 쉬려고 하다가 결국 일주일이나 쉬고 말았어요. :: I meant to rest from exercise, but in the end I ended up resting a whole week. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ③ 밤에 배가 고파서 라면을 끓여 먹고 말았어요. :: I got hungry at night, so I ended up cooking and eating ramen. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ① 긴장해서 이름 쓰는 것을 깜빡하고 말았어요. :: I was so nervous that I ended up forgetting to write my name. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ② 늦잠을 자서 시험에 지각하고 말았어요. :: I overslept, so I ended up being late for the exam. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예문 ③ 시간이 부족해서 마지막 문제를 못 풀고 말았어요. :: I ran out of time, so I ended up not solving the last problem. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
세 상황 모두 의도하지 않은 부정적 결과 → 동사 어간 + -고 말다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
자주 쓰는 흐름: (노력/의도) -려고 했지만 + 결국 + -고 말았어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
감정: 후회·아쉬움 → 말할 때 약간 안타까운 어조로. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
월말이 뜻하는 행동이나 상대트 거짓으로 그림듯회게 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
.가: 친구들 모임에 잘 다녀왔어요^ 예물 나: 안 갔어요, 나가기 싫어서 바튼 척했어요 .친구가 하는 말이 이해가 안 됐지만 공감하는 .길에서 념어졌는데 너무 창피해서 아프치 잃은 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고천: 요즘은 유행어가 빨리 바뀌어서 무슨 말인지 이해를 잘 못하겠어요 라만: 저도 모르는 유행어가 많은데 그낭 따라 하면서 아는 척해요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
은 척하다 *많다 + 많은 척하다 *좋다 +좋은 척하다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
ㄴ 착하다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
보기 친구가 지루한 이야기를 할 때 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
지루해도 재미있다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
광고 전화를받았을 때 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그 사람을 모르다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
친구가 준 선물이 마음에 안들 때 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고향의 가족들이 걱정할 때 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다음 질문에 -는 척하다'를 사용해서 이야기해 보세요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
• 언제 바쁜 척해요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
• 언제 멋있는 척해요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
지후하다 전혀 말다등 별일 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
고천: 요즘은 유행어가 빨리 바뀌어서 무슨 말인지 이해를 잘 못하겠어요. :: Gocheon: These days trendy words change so fast that I can't really understand what they mean. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
라민: 저도 모르는 유행어가 많은데 그냥 따라 하면서 아는 척해요. :: Ramin: There are many buzzwords I don't know either, but I just follow along and pretend to know them. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 1-1 정답 (광고 전화 / 한국어를 전혀 못하다) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 1-2 정답 (말다툼한 사람 / 모르다) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 1-3 정답 (선물 / 기분이 좋다) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
친구가 준 선물이 마음에 안 들 때 마음에 안 들어도 기분이 좋은 척해요. :: When I don't like a gift a friend gave, even though I don't like it, I pretend to be happy. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 1-4 정답 (고향 가족 / 잘 살다) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 2 · 질문에 답하기 :: Answer the questions using -는 척하다. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
[보기] 받기 싫은 전화를 받았을 때 바쁜 척해요. :: When I get a call I don't want to answer, I pretend to be busy. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 2-1 정답 (언제 자는 척해요?) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 2-2 정답 (언제 멋있는 척해요?) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
동형-는 척하다 = 실제로는 아닌데 그런 것처럼 행동함 (가장·거짓 꾸밈). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
비슷한 표현: -체하다 (= -척하다, 거의 같은 뜻). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
느낌: 본심을 숨기고 겉으로 다르게 보이려 할 때. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
라만: 이링 씨는 한국에 온 지 오래돼서 이제 적응이 다 됐죠. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
이란: 생활하는 건 괜찮은데 오래 살수록 한국어가 점점 더 어려워지는 것 같아요 라만 그래요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
이랑: 어휘나 문법은 많이 알아도 의도한 대로 말이 잘 인 나올 때가 많아요 라만 저도 그래요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그럴 때마다 좀 부끄러워요 이랑: 계속 노력하면 점점 더 나아지겠죠? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
같이 노력해 봐요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
의도한 대로 말이 잘 안 나오다|마음이 급하면 모국어를 섞어 쓰다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
때와 장소에 맞게 말을 못하다| 가끔동문서답하다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한국어 사용의 어려운 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
발음이 부정확해서 사람들이 자꾸 다시 칠문한다 . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
ㆍ 한국어를 배울 때 표준어민 배워서 시투리 쓰기가 쉽지 않다 . ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
라민: 이링 씨는 한국에 온 지 오래돼서 이제 적응이 다 됐죠. :: Ramin: You've been in Korea a long time, so you must be fully adjusted by now. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
이링: 생활하는 건 괜찮은데 오래 살수록 한국어가 점점 더 어려워지는 것 같아요. :: Iring: Living here is fine, but the longer I live here, the harder Korean seems to get. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
라민: 그래요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
이링: 어휘나 문법은 많이 알아도 의도한 대로 말이 잘 안 나올 때가 많아요. :: Iring: Even though I know a lot of vocabulary and grammar, words often don't come out the way I intend. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
라민: 저도 그래요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
이링: 계속 노력하면 점점 더 나아지겠죠? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 1-1 (대화 바꿔 말하기) :: Substitute the underlined parts and practice. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 1-2 (대화 바꿔 말하기) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
연습 2 · 한국어 사용의 어려움 말하기 :: Talk about your own difficulties using Korean. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
보기 ① 발음이 부정확해서 사람들이 자꾸 다시 질문한다. :: My pronunciation is inaccurate, so people keep asking me to repeat. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
보기 ② 한국어를 배울 때 표준어만 배워서 사투리 쓰기가 쉽지 않다. :: When learning Korean I only learned standard language, so using dialect isn't easy. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
보기 ③ 신조어나 유행어를 따라 하고 싶은데 너무 빨리 바뀐다. :: I want to follow new and trendy words, but they change too fast. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예시 ① 높임말이 헷갈려서 윗사람에게 실수할 때가 많아요. :: Honorifics confuse me, so I often make mistakes with people senior to me. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
예시 ② 띄어쓰기가 어려워서 글을 쓸 때 자주 틀려요. :: Spacing is hard, so I often make mistakes when writing. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
어려움 어휘 모음: 발음 부정확 · 단어 안 떠오름 · 모국어 섞어 쓰기 · 동문서답 · 사투리 · 신조어. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
말하기 흐름: ① 어려움 말하기 → ② 공감("저도 그래요") → ③ 격려("같이 노력해요"). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
잠시드(남): 거래처하고 중요한 회의가 있다고 들었는데 잘 끝났어요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
안젤라(여): 아니요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
열심히 준비했는데 결과는 별로 안 좋 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
았어요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
잠시드(남): 왜요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
안젤라(여): 제가 제안을 하면서 의견을 좀 직설적으로 말 했더니 거래처 사람들이 좀 불쾌해하는 것 같 았어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그래서 저도 좀 당황스러웠고요 잠시드(남): 그랫군요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
어떤 경우에는 부드럽게 말하는 게 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
더 효과적일 때가 있어요 안젤라(여): 네. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
때와 장소에 맞게 말하는 게 중요하다는 건 아는데 제 한국어 실력이 부족하니까 쉽지 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
않네요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
잠시드(남): 회의 때문에 걱정 많0 했는데 그렇게 끝나서 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
많이 아쉽겠어요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다르면 하세요 0 안젤라 씨는 회의 준비를 열심히 하지 않았다 2 거래처 사람들이 좀 불쾌해 하는 것 같았다 3 안젤라씨는 때와 장소에 맞게 말할 수 없었다 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
직설적이다 격식을 차리다 제안 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
다음을 듣고 따라 읽으세요 1) 아직도 띄어쓰기가 어려워요 2) 무늬가 많은 옷을 자주 입어요 3) 희망을 갖고 노력하면 언젠가는 잘될 거예요 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
띄어쓰기 [띠어쓰기1 무늬[무니 희망[히망] ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
들은 내용과 같으면 ◯, 다르면 ✕ 하세요. :: Mark ◯ if it matches what you heard, ✕ if different. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
재구성하여 문장별 단어 의미 포함 제공 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
잠시드: 거래처하고 중요한 회의가 있다고 들었는데 잘 끝났어요? :: Jamshid: I heard you had an important meeting with the client — did it end well? :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
잠시드: 왜요? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
안젤라: 제가 제안을 하면서 의견을 좀 직설적으로 말했더니 거래처 사람들이 좀 불쾌해하는 것 같았어요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 -었더니 = 9과 이전 7과 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
잠시드: 회의 때문에 걱정 많이 했는데 그렇게 끝나서 많이 아쉽겠어요. :: Jamshid: You worried a lot about the meeting, so ending like that must be really disappointing. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
듣기 1 · 다른 사람과 말할 때의 문제 :: What problems do you have when talking with others? :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
문장 ① 저는 평소에 직설적으로 말하는 편인데 상대방이 가끔 상처를 받아요. :: I tend to speak bluntly usually, so the other person sometimes gets hurt. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
문장 ② 억양이 부자연스러워서 제가 말할 때마다 사람들이 고향이 어디냐고 물어봐요. :: My intonation is unnatural, so whenever I speak, people ask where my hometown is. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
문장 ③ 격식을 차려서 말해야 하는 상황에서 어떻게 말해야 할지 잘 모를 때가 많아요. :: In situations where I must speak formally, I often don't know how I should speak. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
(좋지 않았습니다.) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
들은 내용과 같으면 ◯, 다르면 ✕ :: Mark ◯ if it matches what you heard, ✕ if different. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 근거: "열심히 준비했는데…" → 열심히 준비함. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 근거: "거래처 사람들이 좀 불쾌해하는 것 같았어요." ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
③ 안젤라 씨는 때와 장소에 맞게 말할 수 없었다. :: Angela couldn't speak appropriately for the time and place. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 근거: 의견을 직설적으로 말해서 상대가 불쾌해함 + "쉽지 않네요" → 상황에 맞게 말하지 못함. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
(의견을 직설적으로 말했습니다.) ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 근거: "의견을 좀 직설적으로 말했더니…" ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 규칙: 자음과 결합한 ㅢ는 [ㅣ]로 발음 (예: 무늬→[무니], 희망→[히망]). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
단, 첫 글자 '의'(의자)는 [의], 조사 '의'는 [에]로 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
읽기 1 · 신조어 사용에 대한 다양한 의견 :: Various opinions on the use of newly-coined words (neologisms). :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
② 새로운 현상을 표현할 수 있다. :: They can express new phenomena. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
④ 세대 간의 소통 단절을 유발한다. :: They cause a breakdown in communication between generations. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
발언 ① 요즘은 뉴스나 신문에서도 신조어를 많이 사용하는데 새로운 현상들을 표현하기 위해 어느 정도의 신조어는 필요하다고 생각해요. :: These days even news and newspapers use many neologisms. I think a certain amount of neologisms is necessary to express new phenomena. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
발언 ③ 정말 필요할 때 사용하는 건 저도 동의하지만 대부분이 습관적으로 사용해서 문제인 것 같아요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
발언 ④ 저도 무분별하게 사용하는 건 문제라고 생각해요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
발언 ⑤ 긍정적인 면이 있어도 의미가 확실하지 않으니까 격식을 차려야 하는 자리에서는 안 쓰는 게 좋을 것 같아요. :: Even though there are positive sides, since the meaning isn't clear, it seems better not to use them in formal settings. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
긍정: 재치 · 새 현상 표현 · 쉬운 공감 · 젊은 세대와 소통. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
부정: 언어 파괴 · 의미 불명확 · 혼란 · 세대 간 단절. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
과거에는 없었던 것들을 표현하고, 급변하는 사회의 특징을 반영하기 위해 신조어가 자연스럽게 등장했다 그러나 신조어의 사용은 언어름 파괴하고 기성세대와의 소통 단절을 유발하는 요인이 되기도 한다 신조어 사용이 비교적 활발한 20대의 96%가 뜻을 이해하지 못해 검색해 봤다고 답했다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한 설문 조사 결과에 따르면 89.2%의 직장인이 신조어 때문에 세대 차이를 느낀 적이 있고, 전문가들은 신조어의 출현이 사연스러운 현상이라고 인정하면서도 의사소통의 어려움을 가져올 정도로 무분별하제 사용하는 것은 문제가 있다고 지적한다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
그 밖에 신조어의 사용을 긍정적으로 평가하는 이유로 '재치 있는 말들이 많아서. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
'새로운 현상을 적절하게 표현할 수 있어서; 쉽게 공감할 수 있어서'라는 응답도 있었다 있다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
따라서 그러나 신조어를 사용할 경우, 의미 전달이 명확하지 않아 혼란을 가져올 수 미디어나 보고서 등 공식적인 상황에서 사용하는 것은 지양하는 것이 바람직하다 1 신조어가 등장하게 된 배경은 무엇입니까? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 사회가 변화함에 따라 우리가 사용하는 언어가 새롭게 만들어지기도 한다. :: As society changes, the language we use is sometimes newly created. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
② 과거에는 없었던 것들을 표현하고, 급변하는 사회의 특징을 반영하기 위해 신조어가 자연스럽게 등장했다. :: Neologisms naturally appeared in order to express things that didn't exist in the past and to reflect the traits of a rapidly changing society. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
③ 그러나 신조어의 사용은 언어를 파괴하고 기성세대와의 소통 단절을 유발하는 요인이 되기도 한다. :: However, the use of neologisms can also become a factor that destroys language and causes a communication breakdown with the older generation. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
④ 신조어 사용이 비교적 활발한 20대의 96%가 뜻을 이해하지 못해 검색해 봤다고 답했다. :: 96% of people in their 20s, who use neologisms relatively actively, answered that they had searched online because they couldn't understand a meaning. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
⑤ 한 설문 조사 결과에 따르면 89.2%의 직장인이 신조어 때문에 세대 차이를 느낀 적이 있고, 전문가들은 신조어의 출현이 자연스러운 현상이라고 인정하면서도 의사소통의 어려움을 가져올 정도로 무분별하게 사용하는 것은 문제가 있다고 지적한다. :: According to one survey, 89.2% of office workers have felt a generation gap because of neologisms, and experts, while acknowledging that the emergence of neologisms is a natural phenomenon, point out that using them so indiscriminately as to cause communication difficulties is problematic. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
⑦ 그 밖에 신조어의 사용을 긍정적으로 평가하는 이유로 '재치 있는 말들이 많아서', '새로운 현상을 적절하게 표현할 수 있어서', '쉽게 공감할 수 있어서'라는 응답도 있었다. :: In addition, reasons given for positively evaluating the use of neologisms included "there are many witty words," "new phenomena can be expressed appropriately," and "they're easy to relate to." :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
질문 1 · 신조어가 등장하게 된 배경 :: What is the background for the appearance of neologisms? :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 근거: 본문 ② "과거에는 없었던 것들을 표현하고… ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
사회의 특징을 반영하기 위해…" ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
질문 2 · 윗글의 내용과 같은 것 고르기 :: Choose the option that matches the passage. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
⚠️ 참고: 위 4개 보기는 모두 본문과 어긋나 보입니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
표준 정답은 ② "세대 차이를 느낀 직장인이 약 90%(89.2%)를 차지한다" 형태일 가능성이 큽니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
정답지와 ②의 정확한 문구를 한 번 확인해 보세요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
질문 3 · 공식적인 상황에서 지양해야 하는 이유 :: Choose the reason neologisms should be avoided in formal situations. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
③ 정확성이 떨어지고 혼란을 일으킬 수 있다. :: ③ Accuracy drops and it can cause confusion. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr]
💡 근거: 본문 ⑧ "의미 전달이 명확하지 않아 혼란을 가져올 수 있다… ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
공식적인 상황에서… ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
지양하는 것이 바람직하다." ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
글 구조: ① 신조어 등장 배경 → ② 부정적 영향 → ③ 통계(20대 96% 검색 / 직장인 89.2% 세대 차이) → ④ 전문가 의견 → ⑤ 긍정 측면 → ⑥ 결론(공식 상황에서는 지양). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
통계 구분 주의: 20대 96% = 뜻 몰라 검색 / 직장인 89.2% = 세대 차이 느낌. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
결론 키워드: 공식적 상황(미디어·보고서) = 지양, 의미 불명확 → 혼란. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
질문 1 · 신조어가 등장하게 된 배경은 무엇입니까? :: Q1. What is the background for the appearance of neologisms? :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
질문 2 · 윗글의 내용과 같은 것을 고르세요 :: Q2. Choose the option that matches the passage. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 신조어는 사회의 특징을 반영하기 위해 꼭 필요하다. :: Neologisms are absolutely necessary to reflect the traits of society. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr]
② 신조어의 뜻을 이해하지 못하는 직장인이 약 90%를 차지한다. :: Office workers who can't understand the meaning of neologisms account for about 90%. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr]
③ 전문가들은 신조어 때문에 의사소통의 어려움을 느낀다. :: Experts feel communication difficulties because of neologisms. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr]
④ 신조어는 급변하는 사회 모습을 나타내지 못한다. :: Neologisms fail to show the rapidly changing face of society. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr]
일반적으로 이 유형의 정답은 ②의 정확한 표준 문장 "신조어 때문에 세대 차이를 느낀 직장인이 약 90%를 차지한다"일 가능성이 큽니다. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
정답지에서 ②번 원문을 한 번 확인해 보세요. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
질문 3 · 신조어를 공식적인 상황에서 사용하는 것을 지양해야 하는 이유를 고르세요 :: Q3. Choose the reason neologisms should be avoided in formal situations. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 세대 간의 소통 단절을 유발한다. :: They cause a communication breakdown between generations. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr]
⭕ 관련은 있으나 "공식 상황 지양"의 직접 이유는 ✕. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
② 새로운 현상을 적절하게 표현할 수 있다. :: They can express new phenomena appropriately. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
④ 재치 있는 표현이 많아 쉽게 공감을 할 수 있다. :: There are many witty expressions, so people can relate easily. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
글 구조: ① 등장 배경 → ② 부정 영향 → ③ 통계(20대 96% 검색 / 직장인 89.2% 세대 차이) → ④ 전문가 의견 → ⑤ 긍정 측면 → ⑥ 결론(공식 상황 지양). ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
하면서 어떤 어려움을 느킵니까? ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
한국어를 하면서 느끼는 어려운 점 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 두 가지 주제를 섞었습니다: ① 발음 부정확 + ② 단어가 안 떠오름 ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
① 저는 한국에서 생활하면서 한국어 사용에 여러 어려움을 느낍니다. :: While living in Korea, I feel several difficulties using Korean. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
② 첫째, 발음이 부정확해서 사람들이 제 말을 자주 다시 물어봅니다. :: First, my pronunciation is inaccurate, so people often ask me to repeat what I said. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
③ 둘째, 말할 때 단어가 잘 떠오르지 않아서 문장이 자꾸 끊기고 맙니다. :: Second, when I speak, words don't come to mind easily, so my sentences keep breaking off (ending up cut off). :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
💡 -고 말다(10과 문법) 활용: 끊기고 맙니다 = 의도와 다르게 결국 끊김. ::  :: NEED[ne,bn,ru,he,ms,vi,id,si,pt,fr,ta]
④ 그래서 의도한 대로 말이 잘 나오지 않을 때마다 부끄럽고 답답합니다. :: So, every time words don't come out as I intended, I feel embarrassed and frustrated. :: NEED[bn,ru,he,ms,vi,id,si,pt,fr,ta]
